ID,Transaction,Time,Item -code ,NumberOfItemsPurchased,CostPerItem,CITY
1707,2053,Mon Feb 19 09:11:00 IST 2018,348,15,13.74,Ras Al Khaimah
1320,1844,Fri Feb 01 09:23:00 IST 2019,406,3,4.08,Ras Al Khaimah
1674,1777,Sat Oct 27 12:13:00 IST 2018,693,72,0.58,Ras Al Khaimah
1420,1874,Sun Nov 11 11:42:00 IST 2018,269,12,6.84,Ras Al Khaimah
338,1998,Fri Jan 04 11:45:00 IST 2019,262,3,0.76,Ras Al Khaimah
511,1793,Sun Feb 03 12:06:00 IST 2019,512,12,4.08,Ras Al Khaimah
941,1809,Fri Oct 12 06:59:00 IST 2018,325,18,0.58,Ras Al Khaimah
531,2031,Fri Nov 16 09:16:00 IST 2018,243,3,4.08,Ras Al Khaimah
1424,1805,Tue Oct 23 06:14:00 IST 2018,671,18,11.45,Ras Al Khaimah
344,1874,Sun Nov 11 08:49:00 IST 2018,668,3,10.3,Ras Al Khaimah
1974,2066,Wed Feb 20 06:03:00 IST 2019,668,3,27.55,Ras Al Khaimah
1225,1987,Tue Dec 11 11:32:00 IST 2018,364,9,8.63,Ras Al Khaimah
791,1925,Fri Feb 18 11:28:00 IST 2018,308,6,4.64,Ras Al Khaimah
1132,2075,Fri Apr 27 10:40:00 IST 2018,562,3,1.18,Ras Al Khaimah
1161,1884,Fri Nov 02 07:50:00 IST 2018,661,36,1.73,Ras Al Khaimah
818,1879,Wed Nov 21 11:09:00 IST 2018,408,18,2.9,Ras Al Khaimah
807,2081,Sat Oct 06 08:09:00 IST 2018,336,30,2.28,Ras Al Khaimah
845,2060,Sat May 19 06:15:00 IST 2018,499,15,4.55,Ras Al Khaimah
729,1813,Sun Sep 02 09:58:00 IST 2018,599,18,4.08,Ras Al Khaimah
566,1842,Sun Jan 27 04:00:00 IST 2019,338,60,2.28,Ras Al Khaimah
421,1773,Tue Dec 04 10:13:00 IST 2018,477,9,0.76,Ras Al Khaimah
1771,2076,Wed Nov 14 08:51:00 IST 2018,256,36,2.28,Ras Al Khaimah
1833,1978,Wed Feb 13 06:47:00 IST 2019,438,30,1.18,Umm Al Quwain
538,1997,Wed Jul 25 11:53:00 IST 2018,524,3,5.7,Ras Al Khaimah
641,1983,Sat Jul 21 12:30:00 IST 2018,201,6,5.7,Ras Al Khaimah
1545,1912,Wed Apr 25 07:46:00 IST 2018,587,3,4.55,Ras Al Khaimah
379,1960,Sun Aug 12 11:22:00 IST 2018,231,18,2.28,Ras Al Khaimah
675,1869,Tue Jan 29 10:40:00 IST 2019,282,3,17.6,Ras Al Khaimah
1121,2005,Sat Aug 25 04:43:00 IST 2018,214,6,10.98,Ras Al Khaimah
1682,2037,Mon Jan 21 06:48:00 IST 2019,521,75,0.58,Ras Al Khaimah
1699,1853,Wed May 09 07:56:00 IST 2018,479,6,5.18,Ras Al Khaimah
1827,2037,Tue Jan 15 12:15:00 IST 2019,203,18,5.73,Umm Al Quwain
1493,1826,Tue Feb 12 07:16:00 IST 2019,308,6,1.73,Ras Al Khaimah
888,1972,Sat Aug 18 06:09:00 IST 2018,354,36,2.7,Ras Al Khaimah
1247,2083,Wed Dec 19 07:57:00 IST 2018,470,36,2.06,Dubai
1992,2023,Sat Sep 29 04:21:00 IST 2018,483,18,3.52,Ras Al Khaimah
1095,1815,Sun Feb 03 04:56:00 IST 2019,409,36,2.28,Ras Al Khaimah
321,1785,Mon Feb 12 13:06:00 IST 2018,651,6,4.64,Ras Al Khaimah
293,2002,Mon May 07 11:58:00 IST 2018,214,3,4.55,Ras Al Khaimah
607,1854,Sun Jan 20 05:07:00 IST 2019,542,36,1.18,Ras Al Khaimah
1579,2021,Sun May 20 06:39:00 IST 2018,626,72,6.84,Ras Al Khaimah
1573,1916,Mon Apr 02 11:20:00 IST 2018,584,6,1.73,Ras Al Khaimah
1583,1998,Tue Nov 27 06:12:00 IST 2018,202,-3,17.6,Ras Al Khaimah
1149,1870,Mon Dec 03 11:32:00 IST 2018,308,3,3.4,Ras Al Khaimah
780,2075,Tue Jun 05 07:29:00 IST 2018,344,36,6.84,Ras Al Khaimah
1968,1979,Sun Dec 23 05:26:00 IST 2018,295,3,3.99,Ras Al Khaimah
1680,1989,Wed Oct 03 05:20:00 IST 2018,402,3,1.15,Ras Al Khaimah
1931,2078,Fri Oct 12 06:38:00 IST 2018,682,6,0.58,Ras Al Khaimah
513,1804,Wed Jan 23 09:06:00 IST 2019,272,240,2.25,Ras Al Khaimah
1692,1799,Tue Dec 18 11:16:00 IST 2018,700,-36,0,Ras Al Khaimah
744,1987,Tue May 29 14:08:00 IST 2018,559,6,4.55,Ras Al Khaimah
1215,1860,Tue Dec 11 07:35:00 IST 2018,436,3,5.18,Ras Al Khaimah
1108,1824,Sat Mar 03 09:43:00 IST 2018,430,3,10.52,Ras Al Khaimah
1361,1833,Tue Jun 05 08:11:00 IST 2018,587,3,2.28,Ras Al Khaimah
329,1889,Sat Dec 01 11:53:00 IST 2018,365,72,5.18,Ras Al Khaimah
1249,1929,Sat Feb 02 12:36:00 IST 2019,224,72,0.41,Ras Al Khaimah
1478,1799,Sun Apr 08 09:44:00 IST 2018,215,9,5.7,Ras Al Khaimah
1806,2052,Sat Jan 19 07:40:00 IST 2019,283,6,5.46,Ras Al Khaimah
992,2004,Sat Sep 15 07:58:00 IST 2018,321,3,11.45,Ras Al Khaimah
1330,2100,Wed Feb 06 10:25:00 IST 2019,305,3,5.7,Ras Al Khaimah
789,1802,Tue Apr 10 15:33:00 IST 2018,583,12,1.73,Ras Al Khaimah
986,1965,Sat Feb 17 06:08:00 IST 2018,641,33,3.47,Ras Al Khaimah
795,1976,Tue Sep 11 11:56:00 IST 2018,343,30,0.58,Ras Al Khaimah
1846,2097,Sun Jun 03 11:48:00 IST 2018,320,3,14.9,Ras Al Khaimah
1014,1966,Mon Feb 26 08:43:00 IST 2018,214,72,5.87,Ras Al Khaimah
923,2059,Sat Oct 27 06:02:00 IST 2018,287,3,2.28,Ras Al Khaimah
1765,2032,Wed Sep 05 10:57:00 IST 2018,472,36,4.08,Ras Al Khaimah
1993,1841,Tue May 29 09:20:00 IST 2018,609,9,3.52,Ras Al Khaimah
1451,1926,Sat Sep 29 08:25:00 IST 2018,685,3,2.28,Ras Al Khaimah
1942,2076,Mon Nov 19 12:48:00 IST 2018,335,3,3.4,Ras Al Khaimah
250,1826,Sun May 27 09:23:00 IST 2018,409,36,1.73,Ras Al Khaimah
1662,1838,Sat Dec 22 10:06:00 IST 2018,669,288,2.56,Ras Al Khaimah
1781,1779,Tue Dec 04 12:28:00 IST 2018,253,3,3.4,Ras Al Khaimah
616,1947,Fri Aug 31 12:02:00 IST 2018,404,3,4.08,Ras Al Khaimah
779,1984,Fri Nov 23 07:29:00 IST 2018,248,75,0.58,Ras Al Khaimah
877,2021,Sat Jul 21 12:30:00 IST 2018,225,6,1.15,Ras Al Khaimah
1069,1960,Sun Feb 10 12:33:00 IST 2019,297,3,14.9,Ras Al Khaimah
1243,1990,Tue Nov 27 13:00:00 IST 2018,523,30,1.73,Ras Al Khaimah
1555,1842,Sat Dec 29 08:22:00 IST 2018,665,3,3.52,Ras Al Khaimah
237,2032,Sat Aug 25 07:41:00 IST 2018,413,18,3.52,Umm Al Quwain
1003,1989,Sun Feb 25 07:48:00 IST 2018,429,9,1.18,Ras Al Khaimah
277,1868,Mon Jul 16 07:50:00 IST 2018,276,3,2.28,Ras Al Khaimah
994,1855,Mon Feb 26 12:32:00 IST 2018,210,3,6.84,Ras Al Khaimah
1640,1994,Mon Oct 01 10:55:00 IST 2018,390,6,4.08,Ras Al Khaimah
1662,1852,Sun Feb 03 09:11:00 IST 2019,494,3,2.01,Ras Al Khaimah
1421,1965,Sat Mar 24 12:25:00 IST 2018,214,3,5.81,Ras Al Khaimah
1944,2033,Mon Aug 13 13:18:00 IST 2018,629,6,3.4,Ras Al Khaimah
1994,1941,Tue Mar 20 11:11:00 IST 2018,544,12,3.47,Ras Al Khaimah
1857,1902,Wed Feb 28 13:08:00 IST 2018,203,3,3.47,Ras Al Khaimah
1887,1958,Wed Aug 15 06:19:00 IST 2018,445,18,4.08,Ras Al Khaimah
1271,1926,Sat Aug 25 12:25:00 IST 2018,456,144,1,Ras Al Khaimah
1970,1820,Wed Jun 13 11:37:00 IST 2018,601,3,0.76,Ras Al Khaimah
280,1839,Sat Apr 21 07:42:00 IST 2018,389,3,1.32,Ras Al Khaimah
964,1826,Sun Jun 17 07:47:00 IST 2018,383,72,1.73,Ras Al Khaimah
1521,1772,Tue Oct 30 05:45:00 IST 2018,295,36,0.58,Ras Al Khaimah
204,1997,Sun Dec 02 06:21:00 IST 2018,213,24,5.87,Ras Al Khaimah
732,1962,Mon Nov 12 11:49:00 IST 2018,313,12,0.76,Ras Al Khaimah
270,1999,Tue Dec 25 11:50:00 IST 2018,523,18,4.08,Ras Al Khaimah
1147,1907,Wed Feb 21 07:42:00 IST 2018,406,6,2.9,Ras Al Khaimah
1401,1866,Fri Jul 20 08:42:00 IST 2018,305,6,2.28,Ras Al Khaimah
801,1780,Mon May 28 08:12:00 IST 2018,399,75,0.58,Ras Al Khaimah
572,2079,Tue Feb 19 12:30:00 IST 2019,576,3,3.4,Ras Al Khaimah
353,2078,Mon Feb 04 08:58:00 IST 2019,261,3,0.58,Ras Al Khaimah
1263,1916,Tue Feb 13 11:46:00 IST 2018,253,3,5.87,Ras Al Khaimah
635,2062,Mon Feb 11 10:11:00 IST 2019,614,3,13.75,Ras Al Khaimah
691,2030,Wed Apr 04 07:55:00 IST 2018,433,12,13.74,Ras Al Khaimah
1520,1985,Sun Feb 03 12:02:00 IST 2019,439,72,1.73,Ras Al Khaimah
1101,1835,Wed May 09 06:19:00 IST 2018,544,36,1.18,Ras Al Khaimah
741,2005,Wed Dec 05 13:04:00 IST 2018,363,3,1.73,Ras Al Khaimah
1844,2057,Sun Jun 24 10:17:00 IST 2018,612,9,4.08,Ras Al Khaimah
922,1869,Sun Mar 18 07:34:00 IST 2018,390,3,3.52,Ras Al Khaimah
654,1930,Sat Jun 23 07:51:00 IST 2018,239,36,1.73,Ras Al Khaimah
269,1796,Tue Dec 18 10:50:00 IST 2018,675,12,2.88,Umm Al Quwain
1798,1775,Mon Oct 01 12:12:00 IST 2018,271,21,2.25,Ras Al Khaimah
1320,1869,Mon Dec 10 05:02:00 IST 2018,634,450,2.7,Ras Al Khaimah
1471,1841,Mon Apr 23 06:49:00 IST 2018,666,60,2.7,Ras Al Khaimah
569,2033,Mon Jan 07 06:11:00 IST 2019,694,36,2.28,Ras Al Khaimah
507,2067,Mon Nov 12 08:39:00 IST 2018,493,-6,5.87,Dubai
911,1951,Wed Feb 21 10:59:00 IST 2018,394,6,2.3,Ras Al Khaimah
1957,1919,Tue Jun 26 05:58:00 IST 2018,310,300,2.01,Ras Al Khaimah
693,1878,Mon Dec 10 12:19:00 IST 2018,414,6,5.7,Ras Al Khaimah
1627,1900,Fri Dec 28 09:23:00 IST 2018,205,48,10.01,Ras Al Khaimah
291,1770,Fri Feb 16 06:52:00 IST 2018,396,12,6.42,Ras Al Khaimah
613,1821,Sat Nov 24 09:43:00 IST 2018,593,108,1.15,Ras Al Khaimah
640,1982,Tue Jan 22 11:32:00 IST 2019,271,24,1.15,Ras Al Khaimah
991,1820,Sat Oct 06 06:56:00 IST 2018,440,18,4.08,Ras Al Khaimah
1725,1979,Sat Sep 22 09:55:00 IST 2018,622,6,0.76,Ras Al Khaimah
293,1889,Sat May 05 14:15:00 IST 2018,455,9,4.03,Ras Al Khaimah
1627,1957,Wed Oct 24 10:19:00 IST 2018,407,30,2.28,Dubai
398,1850,Tue Jul 31 11:36:00 IST 2018,532,27,8.22,Dubai
1862,2029,Sun Nov 11 06:33:00 IST 2018,469,9,14.9,Ras Al Khaimah
306,1809,Mon Jan 28 11:23:00 IST 2019,503,3,17.2,Ras Al Khaimah
559,1886,Fri Feb 15 08:01:00 IST 2019,478,18,5.73,Ras Al Khaimah
1984,1819,Sun Nov 18 08:02:00 IST 2018,574,24,1.18,Ras Al Khaimah
550,1785,Tue Feb 05 15:07:00 IST 2019,668,3,1.18,Ras Al Khaimah
1071,1945,Mon Oct 15 12:14:00 IST 2018,339,15,3.52,Ras Al Khaimah
1675,1884,Wed Sep 12 08:33:00 IST 2018,693,3,2.28,Ras Al Khaimah
400,1928,Sun Oct 07 12:25:00 IST 2018,366,9,8,Ras Al Khaimah
581,1873,Fri Sep 14 08:38:00 IST 2018,338,12,2.88,Ras Al Khaimah
1289,2089,Sun Nov 04 12:01:00 IST 2018,454,24,1.18,Ras Al Khaimah
676,1804,Sun May 13 10:58:00 IST 2018,214,15,4.08,Ras Al Khaimah
540,1965,Sun Sep 16 09:16:00 IST 2018,672,36,11.73,Ras Al Khaimah
1454,2034,Mon Dec 24 09:55:00 IST 2018,257,72,0.9,Ras Al Khaimah
637,1997,Mon Nov 05 05:34:00 IST 2018,564,3,0,Ras Al Khaimah
1229,1981,Wed Feb 28 10:54:00 IST 2018,302,3,11.69,Ras Al Khaimah
521,1916,Tue May 01 13:34:00 IST 2018,639,36,1.73,Ras Al Khaimah
1244,2034,Fri Jan 11 09:37:00 IST 2019,507,3,2.28,Ras Al Khaimah
623,1788,Sat Feb 09 11:54:00 IST 2019,651,6,3.4,Ras Al Khaimah
338,1908,Wed Feb 28 10:49:00 IST 2018,400,9,2.3,Ras Al Khaimah
1316,1872,Mon Oct 29 09:33:00 IST 2018,554,18,2.9,Ras Al Khaimah
1961,2061,Wed Feb 28 10:54:00 IST 2018,429,6,0.6,Ras Al Khaimah
991,1812,Sun Jun 10 09:58:00 IST 2018,268,60,6.84,Ras Al Khaimah
495,1899,Wed Nov 28 06:56:00 IST 2018,563,36,2.28,Dubai
629,1859,Sun Jan 20 08:32:00 IST 2019,522,3,4.08,Ras Al Khaimah
1980,1842,Sat Feb 16 12:04:00 IST 2019,523,6,5.87,Ras Al Khaimah
1314,2016,Wed Apr 04 09:55:00 IST 2018,468,12,5.18,Ras Al Khaimah
282,2087,Tue Nov 13 07:33:00 IST 2018,206,36,2.28,Ras Al Khaimah
1000,1934,Tue Aug 28 09:14:00 IST 2018,225,90,0.29,Ras Al Khaimah
1387,2089,Fri Aug 03 07:06:00 IST 2018,370,24,6.84,Ras Al Khaimah
1710,1793,Sat Dec 08 10:25:00 IST 2018,498,24,2.34,Ras Al Khaimah
669,1862,Sun Dec 16 08:22:00 IST 2018,388,18,1.73,Ras Al Khaimah
1527,1813,Fri Aug 03 09:01:00 IST 2018,508,6,5.18,Ras Al Khaimah
655,2006,Fri Jan 25 12:14:00 IST 2019,305,36,1.73,Ras Al Khaimah
917,1828,Tue Mar 20 10:27:00 IST 2018,535,3,1.77,Ras Al Khaimah
1494,1915,Wed Jul 18 08:00:00 IST 2018,370,75,0.58,Ras Al Khaimah
1776,1847,Wed Feb 20 08:20:00 IST 2019,647,18,3.99,Ras Al Khaimah
574,1834,Tue Apr 24 13:40:00 IST 2018,598,6,3.52,Ras Al Khaimah
1792,1919,Tue Jan 01 09:13:00 IST 2019,520,30,2.88,Ras Al Khaimah
1491,2055,Wed Jan 16 11:18:00 IST 2019,414,12,9.6,Umm Al Quwain
1956,1906,Wed Feb 06 09:23:00 IST 2019,584,12,4.08,Ras Al Khaimah
944,1947,Sat Jan 26 11:22:00 IST 2019,500,3,1.15,Ras Al Khaimah
1525,2073,Sun Sep 16 05:23:00 IST 2018,262,12,5.18,Ras Al Khaimah
425,1993,Wed Feb 06 10:25:00 IST 2019,356,3,10.3,Ras Al Khaimah
1038,1847,Sat Sep 15 07:10:00 IST 2018,406,3,4.55,Ras Al Khaimah
512,1794,Wed May 23 12:21:00 IST 2018,618,6,8.22,Ras Al Khaimah
1040,2098,Mon Jan 28 07:46:00 IST 2019,409,9,6.84,Ras Al Khaimah
1703,1841,Sat Feb 02 11:57:00 IST 2019,385,15,5.73,Ras Al Khaimah
307,1947,Mon Feb 11 13:37:00 IST 2019,412,6,2.88,Ras Al Khaimah
1939,1895,Tue Apr 03 08:29:00 IST 2018,485,36,1.73,Ras Al Khaimah
1875,2008,Fri Nov 23 09:39:00 IST 2018,244,3,0.76,Ras Al Khaimah
1784,1930,Tue Oct 16 15:22:00 IST 2018,671,3,68.94,Ras Al Khaimah
1726,1941,Sun May 13 12:22:00 IST 2018,461,36,3.4,Ras Al Khaimah
1841,1885,Sat Oct 20 11:35:00 IST 2018,465,6,10.98,Ras Al Khaimah
1356,2039,Sun Feb 25 10:42:00 IST 2018,667,72,2.28,Ras Al Khaimah
1460,2045,Tue Feb 20 10:09:00 IST 2018,357,6,5.81,Ras Al Khaimah
1345,2054,Sat Feb 02 12:36:00 IST 2019,652,72,0.54,Ras Al Khaimah
351,1804,Sun May 27 10:17:00 IST 2018,564,6,3.4,Ras Al Khaimah
527,1994,Sun Dec 16 06:29:00 IST 2018,232,60,5.87,Ras Al Khaimah
387,1825,Sun Jul 22 11:07:00 IST 2018,262,18,4.55,Ras Al Khaimah
1607,2046,Fri Jan 25 11:19:00 IST 2019,431,3,10.35,Ras Al Khaimah
1882,2082,Fri Nov 09 10:39:00 IST 2018,648,6,2.28,Ras Al Khaimah
1928,1816,Fri Nov 23 07:24:00 IST 2018,526,6,11.73,Ras Al Khaimah
923,2004,Wed Dec 12 08:35:00 IST 2018,381,12,2.28,Ras Al Khaimah
1627,1995,Sun Jul 01 07:33:00 IST 2018,294,6,4.55,Ras Al Khaimah
983,1861,Wed Feb 20 08:31:00 IST 2019,623,36,0.54,Ras Al Khaimah
1038,1908,Wed Jan 23 07:11:00 IST 2019,329,3,4.08,Ras Al Khaimah
1616,1786,Tue Jan 29 06:01:00 IST 2019,650,36,0.58,Ras Al Khaimah
1103,2065,Fri Jul 20 08:31:00 IST 2018,618,144,0.58,Ras Al Khaimah
210,1988,Sat Feb 16 13:24:00 IST 2019,526,3,1.15,Ras Al Khaimah
793,1928,Fri Feb 15 10:55:00 IST 2019,448,6,1.15,Ras Al Khaimah
1365,2097,Sun Sep 16 10:24:00 IST 2018,259,144,2.56,Ras Al Khaimah
518,1959,Mon Mar 26 08:10:00 IST 2018,551,-144,1.18,Ras Al Khaimah
560,1821,Sat Feb 17 08:38:00 IST 2018,393,12,8.22,Ras Al Khaimah
863,1952,Sat Dec 08 07:49:00 IST 2018,361,36,1.73,Ras Al Khaimah
1991,1815,Sat Dec 08 10:30:00 IST 2018,217,288,2.56,Ras Al Khaimah
1936,1877,Sun Feb 17 08:11:00 IST 2019,408,72,0.54,Ras Al Khaimah
888,1880,Tue Feb 13 15:59:00 IST 2018,271,3,1.18,Ras Al Khaimah
1868,2068,Wed Jan 23 10:50:00 IST 2019,443,3,0.41,Ras Al Khaimah
294,1943,Sun Mar 04 08:18:00 IST 2018,208,3,15.21,Ras Al Khaimah
402,1970,Tue Dec 18 11:58:00 IST 2018,359,36,2.28,Ras Al Khaimah
1640,1775,Tue Nov 13 10:26:00 IST 2018,660,72,1.44,Ras Al Khaimah
1642,1870,Sat Jun 09 08:23:00 IST 2018,688,30,1.18,Ras Al Khaimah
262,2023,Tue Jan 15 14:49:00 IST 2019,650,9,0.27,Ras Al Khaimah
1412,1774,Tue Jan 22 06:45:00 IST 2019,527,36,0.76,Ras Al Khaimah
1723,1930,Fri May 04 11:51:00 IST 2018,625,3,13.74,Ras Al Khaimah
1960,2096,Mon Feb 19 11:35:00 IST 2018,656,180,1.73,Ras Al Khaimah
1130,2074,Mon Jan 07 10:42:00 IST 2019,433,9,8,Ras Al Khaimah
1818,2033,Mon Aug 27 09:35:00 IST 2018,371,72,1.73,Ras Al Khaimah
1461,1815,Tue Jan 15 08:28:00 IST 2019,464,18,2.9,Ras Al Khaimah
688,1989,Sun Jun 10 09:28:00 IST 2018,491,12,17.6,Ras Al Khaimah
1356,1863,Sat Jul 28 10:05:00 IST 2018,653,30,2.28,Ras Al Khaimah
1898,2082,Tue Feb 19 06:24:00 IST 2019,292,72,0.9,Ras Al Khaimah
1978,1912,Sun Dec 02 10:46:00 IST 2018,369,12,2.25,Ras Al Khaimah
538,2020,Mon Mar 19 06:45:00 IST 2018,403,144,2.7,Ras Al Khaimah
772,1948,Sat Feb 24 09:25:00 IST 2018,544,36,2.28,Ras Al Khaimah
929,2003,Sat Jan 05 13:07:00 IST 2019,664,3,5.7,Ras Al Khaimah
1847,1882,Tue Nov 13 07:33:00 IST 2018,555,18,3.52,Ras Al Khaimah
1236,1773,Tue Oct 30 04:51:00 IST 2018,542,144,3.52,Dubai
416,2084,Wed Jan 23 05:05:00 IST 2019,396,3,2.25,Ras Al Khaimah
1424,1800,Sat Feb 24 07:21:00 IST 2018,587,12,4.64,Ras Al Khaimah
1734,2032,Tue Jan 01 05:28:00 IST 2019,387,24,15.12,Umm Al Quwain
1380,1783,Sat Sep 08 05:11:00 IST 2018,475,24,4.31,Ras Al Khaimah
1945,1775,Tue Aug 28 10:22:00 IST 2018,316,6,10.98,Ras Al Khaimah
293,1996,Tue Apr 10 04:30:00 IST 2018,404,36,0.58,Ras Al Khaimah
496,2051,Fri Jan 18 08:50:00 IST 2019,210,9,0.9,Ras Al Khaimah
1382,1905,Wed Dec 05 04:30:00 IST 2018,495,30,2.88,Ras Al Khaimah
1525,1857,Sun Sep 23 05:10:00 IST 2018,401,216,3.52,Ras Al Khaimah
993,1973,Sun Aug 19 08:34:00 IST 2018,568,3,5.18,Ras Al Khaimah
953,2025,Sun Feb 17 07:51:00 IST 2019,380,3,1.73,Ras Al Khaimah
1520,1782,Tue Dec 25 08:59:00 IST 2018,672,6,0.9,Ras Al Khaimah
210,1875,Sun Feb 17 13:49:00 IST 2019,643,6,2.01,Ras Al Khaimah
1642,1920,Sat May 19 09:33:00 IST 2018,636,3,1.73,Ras Al Khaimah
1862,1955,Mon Jan 14 12:37:00 IST 2019,361,6,4.08,Ras Al Khaimah
849,2029,Wed Jan 30 11:59:00 IST 2019,333,6,3.4,Ras Al Khaimah
1098,1782,Mon Jul 23 13:13:00 IST 2018,419,18,2.9,Ras Al Khaimah
1127,1801,Sun Jan 27 12:57:00 IST 2019,357,9,3.4,Ras Al Khaimah
758,1845,Fri Jan 25 09:41:00 IST 2019,239,18,3.52,Ras Al Khaimah
1716,1815,Mon Dec 17 08:44:00 IST 2018,283,750,0.5,Dubai
1386,2030,Tue Jul 31 15:47:00 IST 2018,652,6,10.35,Ras Al Khaimah
1332,1916,Tue May 29 14:27:00 IST 2018,539,90,2.28,Ras Al Khaimah
767,1803,Sun Dec 16 06:30:00 IST 2018,527,54,7.39,Ras Al Khaimah
1615,1837,Sun Dec 16 04:56:00 IST 2018,546,36,1.18,Ras Al Khaimah
1046,1798,Sat Jan 19 12:36:00 IST 2019,466,72,1.18,Ras Al Khaimah
1552,1997,Mon May 21 10:23:00 IST 2018,401,72,0.58,Ras Al Khaimah
594,1871,Wed Dec 05 09:44:00 IST 2018,635,72,10.56,Ras Al Khaimah
1202,2004,Sat Feb 02 11:18:00 IST 2019,208,6,1.73,Ras Al Khaimah
484,1929,Sat Sep 22 10:04:00 IST 2018,475,18,1.73,Ras Al Khaimah
216,1956,Fri Jan 11 08:28:00 IST 2019,301,3,5.73,Ras Al Khaimah
1780,1927,Sat Sep 01 11:19:00 IST 2018,518,9,5.7,Ras Al Khaimah
858,2057,Tue Nov 13 10:29:00 IST 2018,424,6,2.88,Ras Al Khaimah
484,2099,Wed Nov 07 08:41:00 IST 2018,563,30,1.18,Ras Al Khaimah
1437,1988,Sat Nov 03 10:41:00 IST 2018,496,18,17.6,Ras Al Khaimah
200,2056,Mon Jun 11 12:34:00 IST 2018,532,3,5.7,Ras Al Khaimah
1931,1955,Sun Apr 08 09:55:00 IST 2018,654,72,1.18,Ras Al Khaimah
487,1823,Mon Jul 23 10:37:00 IST 2018,224,72,1.73,Ras Al Khaimah
1213,1998,Sun Jun 10 12:41:00 IST 2018,576,474,2.7,Ras Al Khaimah
1508,1957,Mon Oct 29 09:21:00 IST 2018,399,27,1.18,Ras Al Khaimah
1385,1940,Tue Nov 06 07:46:00 IST 2018,606,9,6.84,Ras Al Khaimah
1401,2095,Mon Mar 26 06:58:00 IST 2018,515,18,2.7,Ras Al Khaimah
456,2086,Sun Dec 23 09:09:00 IST 2018,500,60,2.28,Ras Al Khaimah
473,1795,Wed Dec 12 06:48:00 IST 2018,261,54,2.9,Ras Al Khaimah
544,2072,Sat Jan 19 09:56:00 IST 2019,312,144,1.73,Ras Al Khaimah
724,1894,Sun Aug 26 07:23:00 IST 2018,384,30,6.84,Ras Al Khaimah
1403,2088,Sat Mar 31 13:44:00 IST 2018,422,9,1.15,Ras Al Khaimah
908,2081,Fri May 18 08:46:00 IST 2018,608,3,10.98,Ras Al Khaimah
1475,1812,Sat Jun 09 08:25:00 IST 2018,313,6,10.98,Ras Al Khaimah
1945,1989,Sun Nov 04 07:12:00 IST 2018,659,6,2.7,Ras Al Khaimah
1877,1950,Sun Dec 23 05:53:00 IST 2018,253,36,1.73,Ras Al Khaimah
1777,1981,Mon Oct 08 09:17:00 IST 2018,614,30,2.88,Ras Al Khaimah
1273,1880,Sun Jun 10 08:31:00 IST 2018,605,3,4.08,Ras Al Khaimah
1707,2052,Sun Jun 10 11:30:00 IST 2018,419,3,3.4,Ras Al Khaimah
941,1976,Wed Nov 07 08:41:00 IST 2018,625,72,1.15,Ras Al Khaimah
986,1875,Wed Feb 13 08:02:00 IST 2019,672,24,2.7,Ras Al Khaimah
1094,1873,Sat Feb 16 07:58:00 IST 2019,505,18,11.45,Ras Al Khaimah
1275,2011,Fri May 18 10:57:00 IST 2018,254,3,9.32,Ras Al Khaimah
789,1772,Tue Feb 20 10:44:00 IST 2018,302,6,8.22,Ras Al Khaimah
1688,1912,Fri Jan 11 12:15:00 IST 2019,409,6,2.28,Ras Al Khaimah
1721,1789,Mon Feb 04 11:44:00 IST 2019,258,36,4.55,Ras Al Khaimah
802,1808,Wed Mar 28 10:06:00 IST 2018,382,3,2.25,Ras Al Khaimah
298,1804,Sat Jan 12 10:09:00 IST 2019,564,3,2.25,Ras Al Khaimah
710,1826,Sun Jun 24 08:47:00 IST 2018,614,30,1.73,Ajman
1031,1958,Mon Jun 25 07:46:00 IST 2018,357,36,0.58,Ras Al Khaimah
233,2078,Tue Sep 11 09:43:00 IST 2018,224,24,4.08,Ras Al Khaimah
1460,1986,Sat Jul 21 08:42:00 IST 2018,489,84,0.29,Ras Al Khaimah
1630,1903,Fri Jan 11 10:04:00 IST 2019,650,18,4.08,Ras Al Khaimah
1200,2003,Sun Jan 20 11:37:00 IST 2019,620,30,2.88,Ras Al Khaimah
785,1786,Sun Jan 20 14:41:00 IST 2019,684,6,1.73,Ras Al Khaimah
386,1930,Sun May 13 06:25:00 IST 2018,406,36,0.58,Ras Al Khaimah
1912,1928,Wed Feb 13 08:52:00 IST 2019,316,9,4.08,Ras Al Khaimah
544,2032,Sun Feb 03 07:13:00 IST 2019,651,6,10.98,Ras Al Khaimah
721,2025,Tue Apr 10 11:51:00 IST 2018,299,3,1.18,Ras Al Khaimah
1913,1863,Tue Feb 19 05:28:00 IST 2019,346,6,3.43,Ras Al Khaimah
1937,1985,Wed Apr 04 13:05:00 IST 2018,524,3,19.5,Ras Al Khaimah
1876,2074,Sat Dec 15 05:34:00 IST 2018,615,12,5.18,Ras Al Khaimah
1183,2013,Tue Nov 27 11:21:00 IST 2018,492,216,1.18,Ras Al Khaimah
1647,2071,Fri Feb 15 10:55:00 IST 2019,211,3,2.7,Ras Al Khaimah
402,2037,Mon Jun 11 09:01:00 IST 2018,699,24,1.73,Ras Al Khaimah
1011,2053,Mon Nov 26 06:28:00 IST 2018,343,6,11.73,Ras Al Khaimah
