ID,Transaction,Time,Item -code,Quantity,CostPerItem,CITY,Total_Cost,Clusters,group
236,2073,Sat Sep 22 12:21:00 IST 2018,254,3,2.25,Ras Al Khaimah,6.75,2,risk
1766,1974,Mon Sep 10 11:58:00 IST 2018,310,3,14.9,Ras Al Khaimah,44.7,2,risk
1937,1961,Wed Aug 08 09:49:00 IST 2018,461,18,2.9,Umm Al Quwain,52.199999999999996,3,good
1420,1950,Tue Feb 27 08:15:00 IST 2018,312,36,2.9,Ras Al Khaimah,104.39999999999999,2,risk
527,1927,Sat Jun 30 11:16:00 IST 2018,671,3,5.7,Ras Al Khaimah,17.1,1,higth_risk
376,1826,Tue Dec 04 05:53:00 IST 2018,342,18,4.08,Ras Al Khaimah,73.44,4,v.good
207,1917,Tue Dec 04 11:40:00 IST 2018,458,18,3.44,Ras Al Khaimah,61.92,1,higth_risk
651,1902,Sun Sep 09 12:02:00 IST 2018,374,18,5.73,Ras Al Khaimah,103.14000000000001,4,v.good
1528,2043,Tue Oct 23 11:24:00 IST 2018,540,24,5.46,Ras Al Khaimah,131.04,3,good
850,1853,Fri Jan 04 07:42:00 IST 2019,588,6,1.73,Ras Al Khaimah,10.379999999999999,1,higth_risk
1591,1822,Sun Dec 23 10:52:00 IST 2018,283,30,1.73,Umm Al Quwain,51.9,4,v.good
1398,2095,Mon Jul 09 07:05:00 IST 2018,560,3,7.94,Ras Al Khaimah,23.82,3,good
364,1964,Mon May 14 12:26:00 IST 2018,254,36,1.73,Ras Al Khaimah,62.28,4,v.good
396,1936,Mon Feb 04 07:09:00 IST 2019,258,9,2.28,Ras Al Khaimah,20.52,4,v.good
640,2007,Tue Dec 04 13:19:00 IST 2018,632,144,0.41,Ras Al Khaimah,59.04,1,higth_risk
1152,1977,Mon Nov 19 11:34:00 IST 2018,333,144,2.01,Ras Al Khaimah,289.43999999999994,2,risk
1492,1848,Mon Nov 05 10:23:00 IST 2018,310,6,2.01,Ras Al Khaimah,12.059999999999999,4,v.good
932,1861,Wed Dec 12 06:18:00 IST 2018,254,9,6.84,Ras Al Khaimah,61.56,4,v.good
245,2091,Tue Jan 22 08:37:00 IST 2019,645,3,8.0,Ras Al Khaimah,24.0,1,higth_risk
428,2014,Wed Dec 05 13:02:00 IST 2018,402,6,1.15,Ras Al Khaimah,6.8999999999999995,1,higth_risk
1438,1786,Mon Feb 04 07:32:00 IST 2019,283,3,2.88,Ras Al Khaimah,8.64,4,v.good
753,1922,Tue Feb 20 10:49:00 IST 2018,214,36,2.28,Umm Al Quwain,82.08,4,v.good
1843,2068,Sun Apr 29 04:18:00 IST 2018,678,24,2.28,Ras Al Khaimah,54.72,3,good
281,2052,Tue Aug 14 05:04:00 IST 2018,586,3,17.25,Dubai,51.75,1,higth_risk
1244,1838,Sat Jan 05 10:10:00 IST 2019,345,60,0.58,Ras Al Khaimah,34.8,4,v.good
729,1851,Sat Feb 16 13:17:00 IST 2019,528,3,3.4,Ras Al Khaimah,10.2,1,higth_risk
1000,2002,Fri Jan 25 08:19:00 IST 2019,338,6,1.18,Ras Al Khaimah,7.08,2,risk
1755,2040,Tue Aug 28 05:49:00 IST 2018,685,36,2.01,Ras Al Khaimah,72.35999999999999,3,good
631,1810,Mon Feb 04 08:20:00 IST 2019,604,12,2.88,Ras Al Khaimah,34.56,1,higth_risk
649,1970,Mon Sep 24 11:50:00 IST 2018,276,30,1.73,Ras Al Khaimah,51.9,2,risk
1679,2015,Mon Jun 04 08:15:00 IST 2018,288,3,1.73,Ras Al Khaimah,5.1899999999999995,2,risk
451,1797,Fri Jan 25 10:53:00 IST 2019,577,9,0.58,Ras Al Khaimah,5.22,1,higth_risk
219,2016,Sun Feb 17 13:18:00 IST 2019,549,6,5.87,Ras Al Khaimah,35.22,1,higth_risk
380,1795,Wed Dec 05 05:26:00 IST 2018,337,6,9.32,Ras Al Khaimah,55.92,4,v.good
501,1810,Tue Mar 20 07:12:00 IST 2018,415,108,2.56,Dubai,276.48,4,v.good
606,1856,Sun Jan 27 10:48:00 IST 2019,538,9,1.73,Ras Al Khaimah,15.57,1,higth_risk
474,1822,Mon Apr 02 12:18:00 IST 2018,280,3,4.08,Ras Al Khaimah,12.24,4,v.good
1204,2024,Sat Dec 15 12:04:00 IST 2018,395,9,0.58,Ras Al Khaimah,5.22,2,risk
1441,1912,Mon Nov 19 12:27:00 IST 2018,322,36,1.15,Ras Al Khaimah,41.4,2,risk
1965,1982,Fri Feb 23 07:26:00 IST 2018,509,9,2.9,Ras Al Khaimah,26.099999999999998,3,good
1323,2046,Sat Feb 24 08:50:00 IST 2018,650,12,1.45,Ras Al Khaimah,17.4,3,good
652,1929,Wed Feb 28 12:59:00 IST 2018,364,3,5.81,Ras Al Khaimah,17.43,4,v.good
458,1822,Tue Jan 22 10:35:00 IST 2019,635,9,9.6,Ras Al Khaimah,86.39999999999999,1,higth_risk
621,1879,Sat Sep 01 13:09:00 IST 2018,590,300,2.48,Ras Al Khaimah,744.0,1,higth_risk
1591,1867,Sun Sep 30 08:39:00 IST 2018,283,36,2.9,Ras Al Khaimah,104.39999999999999,4,v.good
1152,2023,Mon Feb 26 09:24:00 IST 2018,311,6,6.84,Ras Al Khaimah,41.04,2,risk
1736,1909,Wed Nov 14 09:41:00 IST 2018,224,3,2.88,Ras Al Khaimah,8.64,2,risk
1530,1792,Fri Sep 28 08:32:00 IST 2018,462,9,2.28,Ras Al Khaimah,20.52,3,good
1449,2098,Tue Apr 03 11:42:00 IST 2018,284,12,10.98,Ras Al Khaimah,131.76,2,risk
641,1883,Wed Jan 30 09:45:00 IST 2019,268,600,0.5,Ras Al Khaimah,300.0,2,risk
1038,1935,Sun Dec 02 10:46:00 IST 2018,563,15,5.7,Ras Al Khaimah,85.5,1,higth_risk
273,2026,Tue Nov 20 07:27:00 IST 2018,370,36,2.7,Ajman,97.2,1,higth_risk
788,2096,Wed Jan 16 05:05:00 IST 2019,459,36,6.84,Ras Al Khaimah,246.24,2,risk
921,1914,Mon Jun 25 08:09:00 IST 2018,266,3,1.73,Ras Al Khaimah,5.1899999999999995,4,v.good
1249,2000,Sun Nov 25 05:43:00 IST 2018,366,12,5.73,Ras Al Khaimah,68.76,2,risk
810,1942,Fri Jun 22 12:01:00 IST 2018,514,9,2.9,Ras Al Khaimah,26.099999999999998,1,higth_risk
1418,2066,Tue Feb 13 07:41:00 IST 2018,315,18,5.18,Ras Al Khaimah,93.24,2,risk
555,1948,Sat Dec 29 07:05:00 IST 2018,694,36,1.73,Ras Al Khaimah,62.28,1,higth_risk
1896,2023,Sat Feb 17 12:57:00 IST 2018,398,15,3.47,Ras Al Khaimah,52.050000000000004,2,risk
897,2062,Sun Nov 11 08:02:00 IST 2018,535,3,3.4,Ras Al Khaimah,10.2,1,higth_risk
1471,2020,Wed Aug 29 08:16:00 IST 2018,644,3,1.73,Ras Al Khaimah,5.1899999999999995,3,good
808,1879,Fri Feb 15 09:59:00 IST 2019,648,3,6.84,Ras Al Khaimah,20.52,1,higth_risk
479,1903,Fri Feb 01 09:23:00 IST 2019,233,300,0.06,Ras Al Khaimah,18.0,4,v.good
592,1866,Fri Apr 13 11:54:00 IST 2018,205,15,1.73,Ras Al Khaimah,25.95,4,v.good
509,2013,Fri Dec 14 08:47:00 IST 2018,549,6,2.9,Ras Al Khaimah,17.4,1,higth_risk
1795,1887,Tue Feb 20 10:09:00 IST 2018,585,21,2.3,Ras Al Khaimah,48.3,3,good
1693,1886,Sun Feb 17 13:04:00 IST 2019,590,30,2.28,Ras Al Khaimah,68.39999999999999,3,good
852,1914,Wed Jul 18 09:43:00 IST 2018,675,36,2.9,Ras Al Khaimah,104.39999999999999,1,higth_risk
1477,2000,Tue Feb 27 11:47:00 IST 2018,458,9,6.84,Ras Al Khaimah,61.56,3,good
1343,1818,Wed Nov 21 08:09:00 IST 2018,228,36,0.54,Ras Al Khaimah,19.44,4,v.good
949,1852,Sun Dec 09 06:40:00 IST 2018,700,15,9.15,Ras Al Khaimah,137.25,1,higth_risk
1567,1812,Mon Jul 09 10:01:00 IST 2018,239,72,0.27,Ras Al Khaimah,19.44,4,v.good
1582,2008,Sun Dec 16 10:32:00 IST 2018,259,6,9.32,Ras Al Khaimah,55.92,2,risk
524,1938,Sat Sep 01 08:53:00 IST 2018,485,12,0.58,Ras Al Khaimah,6.959999999999999,1,higth_risk
1087,1792,Sun Aug 26 13:25:00 IST 2018,694,3,4.55,Ras Al Khaimah,13.649999999999999,3,good
1118,1877,Wed Dec 12 06:37:00 IST 2018,521,6,2.88,Ras Al Khaimah,17.28,3,good
1372,1851,Wed Nov 14 05:34:00 IST 2018,507,3,5.7,Ras Al Khaimah,17.1,3,good
1097,1870,Sun Jan 27 11:08:00 IST 2019,367,24,0.9,Ras Al Khaimah,21.6,4,v.good
1701,1999,Mon Jun 04 08:13:00 IST 2018,324,36,1.73,Ras Al Khaimah,62.28,2,risk
1611,2044,Sat Aug 18 12:06:00 IST 2018,507,3,21.8,Ras Al Khaimah,65.4,3,good
559,1988,Mon May 14 10:46:00 IST 2018,516,6,4.08,Ras Al Khaimah,24.48,1,higth_risk
562,1860,Mon Nov 26 11:54:00 IST 2018,618,3,1.15,Ras Al Khaimah,3.4499999999999997,1,higth_risk
1404,1816,Tue Sep 04 09:51:00 IST 2018,595,6,1.73,Ras Al Khaimah,10.379999999999999,3,good
474,1944,Sun Jun 03 05:23:00 IST 2018,599,3,1.15,Ras Al Khaimah,3.4499999999999997,1,higth_risk
673,1934,Mon Oct 15 07:58:00 IST 2018,309,3,2.7,Ras Al Khaimah,8.100000000000001,4,v.good
1193,1909,Sat Feb 16 13:17:00 IST 2019,445,9,2.25,Ras Al Khaimah,20.25,3,good
311,1803,Wed Jan 02 05:25:00 IST 2019,435,18,6.84,Ras Al Khaimah,123.12,4,v.good
580,1821,Fri Feb 01 08:13:00 IST 2019,390,12,1.73,Ras Al Khaimah,20.759999999999998,4,v.good
1838,1998,Wed Aug 01 04:30:00 IST 2018,231,36,1.73,Ras Al Khaimah,62.28,2,risk
1515,2037,Tue Jan 01 08:43:00 IST 2019,506,3,5.87,Ras Al Khaimah,17.61,3,good
1074,1782,Sat Dec 22 12:58:00 IST 2018,216,6,3.52,Ras Al Khaimah,21.12,4,v.good
1476,1973,Mon Feb 11 10:05:00 IST 2019,453,12,5.18,Ajman,62.16,3,good
1676,2014,Sat Jul 28 05:58:00 IST 2018,428,75,0.58,Ras Al Khaimah,43.5,2,risk
418,1812,Mon Oct 08 09:42:00 IST 2018,221,3,1.73,Ras Al Khaimah,5.1899999999999995,4,v.good
1538,1901,Tue Jan 22 11:57:00 IST 2019,559,30,1.73,Ras Al Khaimah,51.9,3,good
589,1800,Fri Feb 18 11:39:00 IST 2018,611,3,0.9,Ras Al Khaimah,2.7,1,higth_risk
1384,1900,Sat Feb 24 06:24:00 IST 2018,517,18,4.08,Ras Al Khaimah,73.44,3,good
1452,1976,Sun Jun 03 11:52:00 IST 2018,673,3,3.4,Ras Al Khaimah,10.2,3,good
306,1947,Tue Aug 28 08:29:00 IST 2018,284,6,3.99,Ras Al Khaimah,23.94,4,v.good
1741,1910,Wed Dec 26 10:58:00 IST 2018,324,6,0.54,Ras Al Khaimah,3.24,2,risk
446,1808,Wed Jun 20 04:25:00 IST 2018,463,36,2.28,Ras Al Khaimah,82.08,4,v.good
576,1990,Sat Jun 30 10:50:00 IST 2018,557,72,4.68,Ras Al Khaimah,336.96,1,higth_risk
653,2025,Sat Oct 06 12:57:00 IST 2018,357,3,6.85,Ras Al Khaimah,20.549999999999997,2,risk
736,2050,Sun Sep 16 06:54:00 IST 2018,303,60,10.29,Ras Al Khaimah,617.4,2,risk
1247,2026,Sat Feb 17 05:58:00 IST 2018,245,3,4.64,Ras Al Khaimah,13.919999999999998,2,risk
1737,1836,Wed Apr 11 11:45:00 IST 2018,271,36,2.28,Ajman,82.08,4,v.good
320,1782,Tue Apr 03 08:23:00 IST 2018,395,24,1.73,Ras Al Khaimah,41.519999999999996,4,v.good
460,1836,Sun Dec 16 10:41:00 IST 2018,441,12,2.01,Ras Al Khaimah,24.119999999999997,4,v.good
1264,1963,Mon Jan 21 04:21:00 IST 2019,429,30,2.88,Ras Al Khaimah,86.39999999999999,2,risk
1528,2077,Mon Jan 21 12:33:00 IST 2019,327,6,2.9,Ras Al Khaimah,17.4,2,risk
745,1813,Fri Nov 30 11:41:00 IST 2018,346,3,6.84,Ras Al Khaimah,20.52,4,v.good
1174,1918,Wed Nov 21 07:15:00 IST 2018,598,36,1.73,Ras Al Khaimah,62.28,3,good
1707,2053,Mon Feb 19 09:11:00 IST 2018,348,15,13.74,Ras Al Khaimah,206.1,2,risk
1320,1844,Fri Feb 01 09:23:00 IST 2019,406,3,4.08,Ras Al Khaimah,12.24,4,v.good
1674,1777,Sat Oct 27 12:13:00 IST 2018,693,72,0.58,Ras Al Khaimah,41.76,3,good
1420,1874,Sun Nov 11 11:42:00 IST 2018,269,12,6.84,Ras Al Khaimah,82.08,4,v.good
338,1998,Fri Jan 04 11:45:00 IST 2019,262,3,0.76,Ras Al Khaimah,2.2800000000000002,4,v.good
511,1793,Sun Feb 03 12:06:00 IST 2019,512,12,4.08,Ras Al Khaimah,48.96,4,v.good
941,1809,Fri Oct 12 06:59:00 IST 2018,325,18,0.58,Ras Al Khaimah,10.44,4,v.good
531,2031,Fri Nov 16 09:16:00 IST 2018,243,3,4.08,Ras Al Khaimah,12.24,2,risk
1424,1805,Tue Oct 23 06:14:00 IST 2018,671,18,11.45,Ras Al Khaimah,206.1,3,good
344,1874,Sun Nov 11 08:49:00 IST 2018,668,3,10.3,Ras Al Khaimah,30.900000000000002,1,higth_risk
1974,2066,Wed Feb 20 06:03:00 IST 2019,668,3,27.55,Ras Al Khaimah,82.65,3,good
1225,1987,Tue Dec 11 11:32:00 IST 2018,364,9,8.63,Ras Al Khaimah,77.67,2,risk
791,1925,Fri Feb 18 11:28:00 IST 2018,308,6,4.64,Ras Al Khaimah,27.839999999999996,4,v.good
1132,2075,Fri Apr 27 10:40:00 IST 2018,562,3,1.18,Ras Al Khaimah,3.54,1,higth_risk
1161,1884,Fri Nov 02 07:50:00 IST 2018,661,36,1.73,Ras Al Khaimah,62.28,3,good
818,1879,Wed Nov 21 11:09:00 IST 2018,408,18,2.9,Ras Al Khaimah,52.199999999999996,4,v.good
807,2081,Sat Oct 06 08:09:00 IST 2018,336,30,2.28,Ras Al Khaimah,68.39999999999999,2,risk
845,2060,Sat May 19 06:15:00 IST 2018,499,15,4.55,Ras Al Khaimah,68.25,1,higth_risk
729,1813,Sun Sep 02 09:58:00 IST 2018,599,18,4.08,Ras Al Khaimah,73.44,1,higth_risk
566,1842,Sun Jan 27 04:00:00 IST 2019,338,60,2.28,Ras Al Khaimah,136.79999999999998,4,v.good
421,1773,Tue Dec 04 10:13:00 IST 2018,477,9,0.76,Ras Al Khaimah,6.84,4,v.good
1771,2076,Wed Nov 14 08:51:00 IST 2018,256,36,2.28,Ras Al Khaimah,82.08,2,risk
1833,1978,Wed Feb 13 06:47:00 IST 2019,438,30,1.18,Umm Al Quwain,35.4,3,good
538,1997,Wed Jul 25 11:53:00 IST 2018,524,3,5.7,Ras Al Khaimah,17.1,1,higth_risk
641,1983,Sat Jul 21 12:30:00 IST 2018,201,6,5.7,Ras Al Khaimah,34.2,2,risk
1545,1912,Wed Apr 25 07:46:00 IST 2018,587,3,4.55,Ras Al Khaimah,13.649999999999999,3,good
379,1960,Sun Aug 12 11:22:00 IST 2018,231,18,2.28,Ras Al Khaimah,41.04,4,v.good
675,1869,Tue Jan 29 10:40:00 IST 2019,282,3,17.6,Ras Al Khaimah,52.800000000000004,4,v.good
1121,2005,Sat Aug 25 04:43:00 IST 2018,214,6,10.98,Ras Al Khaimah,65.88,2,risk
1682,2037,Mon Jan 21 06:48:00 IST 2019,521,75,0.58,Ras Al Khaimah,43.5,3,good
1699,1853,Wed May 09 07:56:00 IST 2018,479,6,5.18,Ras Al Khaimah,31.08,3,good
1827,2037,Tue Jan 15 12:15:00 IST 2019,203,18,5.73,Umm Al Quwain,103.14000000000001,2,risk
1493,1826,Tue Feb 12 07:16:00 IST 2019,308,6,1.73,Ras Al Khaimah,10.379999999999999,4,v.good
888,1972,Sat Aug 18 06:09:00 IST 2018,354,36,2.7,Ras Al Khaimah,97.2,2,risk
1247,2083,Wed Dec 19 07:57:00 IST 2018,470,36,2.06,Dubai,74.16,2,risk
1992,2023,Sat Sep 29 04:21:00 IST 2018,483,18,3.52,Ras Al Khaimah,63.36,3,good
1095,1815,Sun Feb 03 04:56:00 IST 2019,409,36,2.28,Ras Al Khaimah,82.08,4,v.good
321,1785,Mon Feb 12 13:06:00 IST 2018,651,6,4.64,Ras Al Khaimah,27.839999999999996,1,higth_risk
293,2002,Mon May 07 11:58:00 IST 2018,214,3,4.55,Ras Al Khaimah,13.649999999999999,4,v.good
607,1854,Sun Jan 20 05:07:00 IST 2019,542,36,1.18,Ras Al Khaimah,42.48,1,higth_risk
1579,2021,Sun May 20 06:39:00 IST 2018,626,72,6.84,Ras Al Khaimah,492.48,3,good
1573,1916,Mon Apr 02 11:20:00 IST 2018,584,6,1.73,Ras Al Khaimah,10.379999999999999,3,good
1149,1870,Mon Dec 03 11:32:00 IST 2018,308,3,3.4,Ras Al Khaimah,10.2,4,v.good
780,2075,Tue Jun 05 07:29:00 IST 2018,344,36,6.84,Ras Al Khaimah,246.24,2,risk
1968,1979,Sun Dec 23 05:26:00 IST 2018,295,3,3.99,Ras Al Khaimah,11.97,2,risk
1680,1989,Wed Oct 03 05:20:00 IST 2018,402,3,1.15,Ras Al Khaimah,3.4499999999999997,2,risk
1931,2078,Fri Oct 12 06:38:00 IST 2018,682,6,0.58,Ras Al Khaimah,3.4799999999999995,3,good
513,1804,Wed Jan 23 09:06:00 IST 2019,272,240,2.25,Ras Al Khaimah,540.0,4,v.good
744,1987,Tue May 29 14:08:00 IST 2018,559,6,4.55,Ras Al Khaimah,27.299999999999997,1,higth_risk
1215,1860,Tue Dec 11 07:35:00 IST 2018,436,3,5.18,Ras Al Khaimah,15.54,4,v.good
1108,1824,Sat Mar 03 09:43:00 IST 2018,430,3,10.52,Ras Al Khaimah,31.56,4,v.good
1361,1833,Tue Jun 05 08:11:00 IST 2018,587,3,2.28,Ras Al Khaimah,6.84,3,good
329,1889,Sat Dec 01 11:53:00 IST 2018,365,72,5.18,Ras Al Khaimah,372.96,4,v.good
1249,1929,Sat Feb 02 12:36:00 IST 2019,224,72,0.41,Ras Al Khaimah,29.52,2,risk
1478,1799,Sun Apr 08 09:44:00 IST 2018,215,9,5.7,Ras Al Khaimah,51.300000000000004,4,v.good
1806,2052,Sat Jan 19 07:40:00 IST 2019,283,6,5.46,Ras Al Khaimah,32.76,2,risk
992,2004,Sat Sep 15 07:58:00 IST 2018,321,3,11.45,Ras Al Khaimah,34.349999999999994,2,risk
1330,2100,Wed Feb 06 10:25:00 IST 2019,305,3,5.7,Ras Al Khaimah,17.1,2,risk
789,1802,Tue Apr 10 15:33:00 IST 2018,583,12,1.73,Ras Al Khaimah,20.759999999999998,1,higth_risk
986,1965,Sat Feb 17 06:08:00 IST 2018,641,33,3.47,Ras Al Khaimah,114.51,1,higth_risk
795,1976,Tue Sep 11 11:56:00 IST 2018,343,30,0.58,Ras Al Khaimah,17.4,2,risk
1846,2097,Sun Jun 03 11:48:00 IST 2018,320,3,14.9,Ras Al Khaimah,44.7,2,risk
1014,1966,Mon Feb 26 08:43:00 IST 2018,214,72,5.87,Ras Al Khaimah,422.64,2,risk
923,2059,Sat Oct 27 06:02:00 IST 2018,287,3,2.28,Ras Al Khaimah,6.84,2,risk
1765,2032,Wed Sep 05 10:57:00 IST 2018,472,36,4.08,Ras Al Khaimah,146.88,2,risk
1993,1841,Tue May 29 09:20:00 IST 2018,609,9,3.52,Ras Al Khaimah,31.68,3,good
1451,1926,Sat Sep 29 08:25:00 IST 2018,685,3,2.28,Ras Al Khaimah,6.84,3,good
1942,2076,Mon Nov 19 12:48:00 IST 2018,335,3,3.4,Ras Al Khaimah,10.2,2,risk
250,1826,Sun May 27 09:23:00 IST 2018,409,36,1.73,Ras Al Khaimah,62.28,4,v.good
1662,1838,Sat Dec 22 10:06:00 IST 2018,669,288,2.56,Ras Al Khaimah,737.28,3,good
1781,1779,Tue Dec 04 12:28:00 IST 2018,253,3,3.4,Ras Al Khaimah,10.2,4,v.good
616,1947,Fri Aug 31 12:02:00 IST 2018,404,3,4.08,Ras Al Khaimah,12.24,1,higth_risk
779,1984,Fri Nov 23 07:29:00 IST 2018,248,75,0.58,Ras Al Khaimah,43.5,2,risk
877,2021,Sat Jul 21 12:30:00 IST 2018,225,6,1.15,Ras Al Khaimah,6.8999999999999995,2,risk
1069,1960,Sun Feb 10 12:33:00 IST 2019,297,3,14.9,Ras Al Khaimah,44.7,2,risk
1243,1990,Tue Nov 27 13:00:00 IST 2018,523,30,1.73,Ras Al Khaimah,51.9,3,good
1555,1842,Sat Dec 29 08:22:00 IST 2018,665,3,3.52,Ras Al Khaimah,10.56,3,good
237,2032,Sat Aug 25 07:41:00 IST 2018,413,18,3.52,Umm Al Quwain,63.36,1,higth_risk
1003,1989,Sun Feb 25 07:48:00 IST 2018,429,9,1.18,Ras Al Khaimah,10.62,2,risk
277,1868,Mon Jul 16 07:50:00 IST 2018,276,3,2.28,Ras Al Khaimah,6.84,4,v.good
994,1855,Mon Feb 26 12:32:00 IST 2018,210,3,6.84,Ras Al Khaimah,20.52,4,v.good
1640,1994,Mon Oct 01 10:55:00 IST 2018,390,6,4.08,Ras Al Khaimah,24.48,2,risk
1662,1852,Sun Feb 03 09:11:00 IST 2019,494,3,2.01,Ras Al Khaimah,6.029999999999999,3,good
1421,1965,Sat Mar 24 12:25:00 IST 2018,214,3,5.81,Ras Al Khaimah,17.43,2,risk
1944,2033,Mon Aug 13 13:18:00 IST 2018,629,6,3.4,Ras Al Khaimah,20.4,3,good
1994,1941,Tue Mar 20 11:11:00 IST 2018,544,12,3.47,Ras Al Khaimah,41.64,3,good
1857,1902,Wed Feb 28 13:08:00 IST 2018,203,3,3.47,Ras Al Khaimah,10.41,2,risk
1887,1958,Wed Aug 15 06:19:00 IST 2018,445,18,4.08,Ras Al Khaimah,73.44,3,good
1271,1926,Sat Aug 25 12:25:00 IST 2018,456,144,1.0,Ras Al Khaimah,144.0,2,risk
1970,1820,Wed Jun 13 11:37:00 IST 2018,601,3,0.76,Ras Al Khaimah,2.2800000000000002,3,good
280,1839,Sat Apr 21 07:42:00 IST 2018,389,3,1.32,Ras Al Khaimah,3.96,4,v.good
964,1826,Sun Jun 17 07:47:00 IST 2018,383,72,1.73,Ras Al Khaimah,124.56,4,v.good
1521,1772,Tue Oct 30 05:45:00 IST 2018,295,36,0.58,Ras Al Khaimah,20.88,4,v.good
204,1997,Sun Dec 02 06:21:00 IST 2018,213,24,5.87,Ras Al Khaimah,140.88,2,risk
732,1962,Mon Nov 12 11:49:00 IST 2018,313,12,0.76,Ras Al Khaimah,9.120000000000001,4,v.good
270,1999,Tue Dec 25 11:50:00 IST 2018,523,18,4.08,Ras Al Khaimah,73.44,1,higth_risk
1147,1907,Wed Feb 21 07:42:00 IST 2018,406,6,2.9,Ras Al Khaimah,17.4,4,v.good
1401,1866,Fri Jul 20 08:42:00 IST 2018,305,6,2.28,Ras Al Khaimah,13.68,4,v.good
801,1780,Mon May 28 08:12:00 IST 2018,399,75,0.58,Ras Al Khaimah,43.5,4,v.good
572,2079,Tue Feb 19 12:30:00 IST 2019,576,3,3.4,Ras Al Khaimah,10.2,1,higth_risk
353,2078,Mon Feb 04 08:58:00 IST 2019,261,3,0.58,Ras Al Khaimah,1.7399999999999998,2,risk
1263,1916,Tue Feb 13 11:46:00 IST 2018,253,3,5.87,Ras Al Khaimah,17.61,4,v.good
635,2062,Mon Feb 11 10:11:00 IST 2019,614,3,13.75,Ras Al Khaimah,41.25,1,higth_risk
691,2030,Wed Apr 04 07:55:00 IST 2018,433,12,13.74,Ras Al Khaimah,164.88,1,higth_risk
1520,1985,Sun Feb 03 12:02:00 IST 2019,439,72,1.73,Ras Al Khaimah,124.56,2,risk
1101,1835,Wed May 09 06:19:00 IST 2018,544,36,1.18,Ras Al Khaimah,42.48,3,good
741,2005,Wed Dec 05 13:04:00 IST 2018,363,3,1.73,Ras Al Khaimah,5.1899999999999995,2,risk
1844,2057,Sun Jun 24 10:17:00 IST 2018,612,9,4.08,Ras Al Khaimah,36.72,3,good
922,1869,Sun Mar 18 07:34:00 IST 2018,390,3,3.52,Ras Al Khaimah,10.56,4,v.good
654,1930,Sat Jun 23 07:51:00 IST 2018,239,36,1.73,Ras Al Khaimah,62.28,4,v.good
269,1796,Tue Dec 18 10:50:00 IST 2018,675,12,2.88,Umm Al Quwain,34.56,1,higth_risk
1798,1775,Mon Oct 01 12:12:00 IST 2018,271,21,2.25,Ras Al Khaimah,47.25,4,v.good
1320,1869,Mon Dec 10 05:02:00 IST 2018,634,450,2.7,Ras Al Khaimah,1215.0,2,risk
1471,1841,Mon Apr 23 06:49:00 IST 2018,666,60,2.7,Ras Al Khaimah,162.0,3,good
569,2033,Mon Jan 07 06:11:00 IST 2019,694,36,2.28,Ras Al Khaimah,82.08,1,higth_risk
911,1951,Wed Feb 21 10:59:00 IST 2018,394,6,2.3,Ras Al Khaimah,13.799999999999999,4,v.good
1957,1919,Tue Jun 26 05:58:00 IST 2018,310,300,2.01,Ras Al Khaimah,602.9999999999999,2,risk
693,1878,Mon Dec 10 12:19:00 IST 2018,414,6,5.7,Ras Al Khaimah,34.2,4,v.good
1627,1900,Fri Dec 28 09:23:00 IST 2018,205,48,10.01,Ras Al Khaimah,480.48,2,risk
291,1770,Fri Feb 16 06:52:00 IST 2018,396,12,6.42,Ras Al Khaimah,77.03999999999999,4,v.good
613,1821,Sat Nov 24 09:43:00 IST 2018,593,108,1.15,Ras Al Khaimah,124.19999999999999,1,higth_risk
640,1982,Tue Jan 22 11:32:00 IST 2019,271,24,1.15,Ras Al Khaimah,27.599999999999998,2,risk
991,1820,Sat Oct 06 06:56:00 IST 2018,440,18,4.08,Ras Al Khaimah,73.44,4,v.good
1725,1979,Sat Sep 22 09:55:00 IST 2018,622,6,0.76,Ras Al Khaimah,4.5600000000000005,3,good
293,1889,Sat May 05 14:15:00 IST 2018,455,9,4.03,Ras Al Khaimah,36.27,1,higth_risk
1627,1957,Wed Oct 24 10:19:00 IST 2018,407,30,2.28,Dubai,68.39999999999999,2,risk
398,1850,Tue Jul 31 11:36:00 IST 2018,532,27,8.22,Dubai,221.94000000000003,1,higth_risk
1862,2029,Sun Nov 11 06:33:00 IST 2018,469,9,14.9,Ras Al Khaimah,134.1,3,good
306,1809,Mon Jan 28 11:23:00 IST 2019,503,3,17.2,Ras Al Khaimah,51.599999999999994,1,higth_risk
559,1886,Fri Feb 15 08:01:00 IST 2019,478,18,5.73,Ras Al Khaimah,103.14000000000001,1,higth_risk
1984,1819,Sun Nov 18 08:02:00 IST 2018,574,24,1.18,Ras Al Khaimah,28.32,3,good
550,1785,Tue Feb 05 15:07:00 IST 2019,668,3,1.18,Ras Al Khaimah,3.54,1,higth_risk
1071,1945,Mon Oct 15 12:14:00 IST 2018,339,15,3.52,Ras Al Khaimah,52.8,2,risk
1675,1884,Wed Sep 12 08:33:00 IST 2018,693,3,2.28,Ras Al Khaimah,6.84,3,good
400,1928,Sun Oct 07 12:25:00 IST 2018,366,9,8.0,Ras Al Khaimah,72.0,4,v.good
581,1873,Fri Sep 14 08:38:00 IST 2018,338,12,2.88,Ras Al Khaimah,34.56,4,v.good
1289,2089,Sun Nov 04 12:01:00 IST 2018,454,24,1.18,Ras Al Khaimah,28.32,2,risk
